Id,ActivityDate,TotalSteps,TotalDistance,SedentaryMinutes,Calories,ActiveMinutes,TotalLoggedMinutes,indexOfWeek,dayNames
3977333714,"2016-04-15 00:00:00",9010,6.06,644,1468,240,884,6,Friday
3977333714,"2016-04-16 00:00:00",13459,9,663,1625,267,930,7,Saturday
3977333714,"2016-04-17 00:00:00",10415,6.97,600,1529,274,874,1,Sunday
3977333714,"2016-04-18 00:00:00",11663,7.8,605,1584,313,918,2,Monday
3977333714,"2016-04-19 00:00:00",12414,8.78,738,1638,307,1045,3,Tuesday
3977333714,"2016-04-20 00:00:00",11658,7.83,845,1554,264,1109,4,Wednesday
3977333714,"2016-04-21 00:00:00",6093,4.08,712,1397,242,954,5,Thursday
3977333714,"2016-04-22 00:00:00",8911,5.96,731,1481,233,964,6,Friday
3977333714,"2016-04-23 00:00:00",12058,8.07,724,1638,344,1068,7,Saturday
3977333714,"2016-04-24 00:00:00",14112,10,660,1655,254,914,1,Sunday
3977333714,"2016-04-25 00:00:00",11177,8.48,781,1570,192,973,2,Monday
3977333714,"2016-04-26 00:00:00",11388,7.62,797,1551,272,1069,3,Tuesday
3977333714,"2016-04-27 00:00:00",7193,5.04,714,1377,186,900,4,Wednesday
3977333714,"2016-04-28 00:00:00",7114,4.88,804,1407,213,1017,5,Thursday
3977333714,"2016-04-29 00:00:00",10645,7.75,744,1545,218,962,6,Friday
3977333714,"2016-04-30 00:00:00",13238,9.2,687,1650,289,976,7,Saturday
3977333714,"2016-05-01 00:00:00",10414,7.07,691,1501,205,896,1,Sunday
3977333714,"2016-05-02 00:00:00",16520,11.05,713,1760,343,1056,2,Monday
3977333714,"2016-05-03 00:00:00",14335,9.59,594,1710,346,940,3,Tuesday
3977333714,"2016-05-04 00:00:00",13559,9.44,852,1628,252,1104,4,Wednesday
3977333714,"2016-05-05 00:00:00",12312,8.58,680,1618,280,960,5,Thursday
3977333714,"2016-05-06 00:00:00",11677,8.28,676,1590,252,928,6,Friday
3977333714,"2016-05-07 00:00:00",11550,7.73,703,1574,294,997,7,Saturday
3977333714,"2016-05-08 00:00:00",13585,9.09,688,1633,296,984,1,Sunday
3977333714,"2016-05-09 00:00:00",14687,10.08,1159,1667,281,1440,2,Monday
3977333714,"2016-05-10 00:00:00",13072,8.78,676,1630,312,988,3,Tuesday
3977333714,"2016-05-11 00:00:00",746,0.5,13,52,13,26,4,Wednesday
4020332650,"2016-04-12 00:00:00",8539,6.12,712,3654,350,1062,3,Tuesday
4020332650,"2016-04-13 00:00:00",0,0,1440,1981,0,1440,4,Wednesday
4020332650,"2016-04-14 00:00:00",108,0.08,1437,2011,3,1440,5,Thursday
4020332650,"2016-04-15 00:00:00",1882,1.35,1299,2951,141,1440,6,Friday
4020332650,"2016-04-16 00:00:00",1982,1.42,1222,3051,141,1363,7,Saturday
4020332650,"2016-04-17 00:00:00",16,0.01,1438,1990,2,1440,1,Sunday
4020332650,"2016-04-18 00:00:00",62,0.04,1438,1995,2,1440,2,Monday
4020332650,"2016-04-19 00:00:00",0,0,1440,1980,0,1440,3,Tuesday
4020332650,"2016-04-20 00:00:00",0,0,1440,1980,0,1440,4,Wednesday
4020332650,"2016-04-21 00:00:00",0,0,1440,1980,0,1440,5,Thursday
4020332650,"2016-04-22 00:00:00",0,0,1440,1980,0,1440,6,Friday
4020332650,"2016-04-23 00:00:00",0,0,1440,1980,0,1440,7,Saturday
4020332650,"2016-04-24 00:00:00",0,0,1440,1980,0,1440,1,Sunday
4020332650,"2016-04-25 00:00:00",0,0,1440,1980,0,1440,2,Monday
4020332650,"2016-04-26 00:00:00",0,0,1440,1980,0,1440,3,Tuesday
4020332650,"2016-04-27 00:00:00",0,0,1440,1980,0,1440,4,Wednesday
4020332650,"2016-04-28 00:00:00",0,0,1440,1980,0,1440,5,Thursday
4020332650,"2016-04-29 00:00:00",0,0,1440,1980,0,1440,6,Friday
4020332650,"2016-04-30 00:00:00",0,0,1440,1980,0,1440,7,Saturday
4020332650,"2016-05-01 00:00:00",0,0,1440,1980,0,1440,1,Sunday
4020332650,"2016-05-02 00:00:00",475,0.34,1350,2207,42,1392,2,Monday
4020332650,"2016-05-03 00:00:00",4496,3.22,950,2828,174,1124,3,Tuesday
4020332650,"2016-05-04 00:00:00",10252,7.35,531,3879,405,936,4,Wednesday
4020332650,"2016-05-05 00:00:00",11728,8.43,916,3429,276,1192,5,Thursday
4020332650,"2016-05-06 00:00:00",4369,3.13,855,2704,177,1032,6,Friday
4020332650,"2016-05-07 00:00:00",6132,4.4,1256,2975,184,1440,7,Saturday
4020332650,"2016-05-08 00:00:00",5862,4.2,775,3089,263,1038,1,Sunday
4020332650,"2016-05-09 00:00:00",4556,3.27,1225,2785,181,1406,2,Monday
4020332650,"2016-05-10 00:00:00",5546,3.98,774,2926,206,980,3,Tuesday
4020332650,"2016-05-11 00:00:00",3689,2.65,1296,2645,144,1440,4,Wednesday
4020332650,"2016-05-12 00:00:00",590,0.42,721,1120,21,742,5,Thursday
4057192912,"2016-04-12 00:00:00",5394,4.03,1276,2286,164,1440,3,Tuesday
4057192912,"2016-04-13 00:00:00",5974,4.47,1280,2306,160,1440,4,Wednesday
4057192912,"2016-04-14 00:00:00",0,0,1440,1776,0,1440,5,Thursday
4057192912,"2016-04-15 00:00:00",3984,2.95,873,1527,97,970,6,Friday
4319703577,"2016-04-12 00:00:00",7753,5.2,1440,2115,0,1440,3,Tuesday
4319703577,"2016-04-13 00:00:00",8204,5.5,1234,2135,119,1353,4,Wednesday
4319703577,"2016-04-14 00:00:00",10210,6.88,589,2302,349,938,5,Thursday
4319703577,"2016-04-15 00:00:00",5664,3.8,752,1985,228,980,6,Friday
4319703577,"2016-04-16 00:00:00",4744,3.18,724,1884,194,918,7,Saturday
4319703577,"2016-04-17 00:00:00",29,0.02,1363,1464,3,1366,1,Sunday
4319703577,"2016-04-18 00:00:00",2276,1.55,824,1632,68,892,2,Monday
4319703577,"2016-04-19 00:00:00",8925,5.99,604,2200,311,915,3,Tuesday
4319703577,"2016-04-20 00:00:00",8954,6.01,671,2220,324,995,4,Wednesday
4319703577,"2016-04-21 00:00:00",3702,2.48,1265,1792,34,1299,5,Thursday
4319703577,"2016-04-22 00:00:00",4500,3.02,709,1886,196,905,6,Friday
4319703577,"2016-04-23 00:00:00",4935,3.31,546,1945,233,779,7,Saturday
4319703577,"2016-04-24 00:00:00",4081,2.74,692,1880,197,889,1,Sunday
4319703577,"2016-04-25 00:00:00",9259,6.21,544,2314,398,942,2,Monday
4319703577,"2016-04-26 00:00:00",9899,6.64,649,2236,317,966,3,Tuesday
4319703577,"2016-04-27 00:00:00",10780,7.23,680,2324,353,1033,4,Wednesday
4319703577,"2016-04-28 00:00:00",10817,7.28,552,2367,380,932,5,Thursday
4319703577,"2016-04-29 00:00:00",7990,5.36,624,2175,313,937,6,Friday
4319703577,"2016-04-30 00:00:00",8221,5.52,695,2092,240,935,7,Saturday
4319703577,"2016-05-01 00:00:00",1251,0.84,836,1593,67,903,1,Sunday
4319703577,"2016-05-02 00:00:00",9261,6.24,585,2270,355,940,2,Monday
4319703577,"2016-05-03 00:00:00",9648,6.47,669,2235,321,990,3,Tuesday
4319703577,"2016-05-04 00:00:00",10429,7.02,1106,2282,334,1440,4,Wednesday
4319703577,"2016-05-05 00:00:00",13658,9.49,957,2530,389,1346,5,Thursday
4319703577,"2016-05-06 00:00:00",9524,6.42,692,2266,331,1023,6,Friday
4319703577,"2016-05-07 00:00:00",7937,5.33,586,2158,310,896,7,Saturday
4319703577,"2016-05-08 00:00:00",3672,2.46,603,1792,153,756,1,Sunday
4319703577,"2016-05-09 00:00:00",10378,6.96,490,2345,390,880,2,Monday
4319703577,"2016-05-10 00:00:00",9487,6.37,555,2260,344,899,3,Tuesday
4319703577,"2016-05-11 00:00:00",9129,6.13,574,2232,332,906,4,Wednesday
4319703577,"2016-05-12 00:00:00",17,0.01,0,257,2,2,5,Thursday
4388161847,"2016-04-12 00:00:00",10122,7.78,1440,2955,0,1440,3,Tuesday
4388161847,"2016-04-13 00:00:00",10993,8.45,1275,3092,165,1440,4,Wednesday
4388161847,"2016-04-14 00:00:00",8863,6.82,945,2998,264,1209,5,Thursday
4388161847,"2016-04-15 00:00:00",8758,6.73,837,3066,299,1136,6,Friday
4388161847,"2016-04-16 00:00:00",6580,5.06,609,3073,268,877,7,Saturday
4388161847,"2016-04-17 00:00:00",4660,3.58,721,2572,201,922,1,Sunday
4388161847,"2016-04-18 00:00:00",11009,9.1,1017,3274,274,1291,2,Monday
4388161847,"2016-04-19 00:00:00",10181,7.83,704,3015,285,989,3,Tuesday
4388161847,"2016-04-20 00:00:00",10553,8.12,696,3083,289,985,4,Wednesday
4388161847,"2016-04-21 00:00:00",10055,7.73,853,3069,291,1144,5,Thursday
4388161847,"2016-04-22 00:00:00",12139,9.34,945,3544,322,1267,6,Friday
4388161847,"2016-04-23 00:00:00",13236,10.18,749,3306,278,1027,7,Saturday
4388161847,"2016-04-24 00:00:00",10243,7.88,584,2885,261,845,1,Sunday
4388161847,"2016-04-25 00:00:00",12961,9.97,1054,3288,343,1397,2,Monday
4388161847,"2016-04-26 00:00:00",9461,7.28,673,2929,261,934,3,Tuesday
4388161847,"2016-04-27 00:00:00",11193,8.61,684,3074,300,984,4,Wednesday
4388161847,"2016-04-28 00:00:00",10074,7.75,878,2969,262,1140,5,Thursday
4388161847,"2016-04-29 00:00:00",9232,7.1,1175,2979,265,1440,6,Friday
4388161847,"2016-04-30 00:00:00",12533,9.64,537,3283,357,894,7,Saturday
4388161847,"2016-05-01 00:00:00",10255,7.89,579,2926,268,847,1,Sunday
4388161847,"2016-05-02 00:00:00",10096,8.4,935,3147,241,1176,2,Monday
4388161847,"2016-05-03 00:00:00",12727,9.79,984,3290,342,1326,3,Tuesday
4388161847,"2016-05-04 00:00:00",12375,9.52,632,3162,307,939,4,Wednesday
4388161847,"2016-05-05 00:00:00",9603,7.38,896,2899,250,1146,5,Thursday
4388161847,"2016-05-06 00:00:00",13175,10.13,1100,3425,340,1440,6,Friday
4388161847,"2016-05-07 00:00:00",22770,17.54,508,4022,436,944,7,Saturday
4388161847,"2016-05-08 00:00:00",17298,14.38,576,3934,323,899,1,Sunday
4388161847,"2016-05-09 00:00:00",10218,7.86,1020,3013,283,1303,2,Monday
4388161847,"2016-05-10 00:00:00",10299,7.92,648,3061,294,942,3,Tuesday
4388161847,"2016-05-11 00:00:00",10201,7.84,858,2954,282,1140,4,Wednesday
4388161847,"2016-05-12 00:00:00",3369,2.59,825,1623,108,933,5,Thursday
4445114986,"2016-04-12 00:00:00",3276,2.2,787,2113,196,983,3,Tuesday
4445114986,"2016-04-13 00:00:00",2961,1.99,840,2095,194,1034,4,Wednesday
4445114986,"2016-04-14 00:00:00",3974,2.67,717,2194,231,948,5,Thursday
4445114986,"2016-04-15 00:00:00",7198,4.83,711,2496,350,1061,6,Friday
4445114986,"2016-04-16 00:00:00",3945,2.65,716,2180,225,941,7,Saturday
4445114986,"2016-04-17 00:00:00",2268,1.52,1219,1933,114,1333,1,Sunday
4445114986,"2016-04-18 00:00:00",6155,4.24,1247,2248,193,1440,2,Monday
4445114986,"2016-04-19 00:00:00",2064,1.39,895,1954,121,1016,3,Tuesday
4445114986,"2016-04-20 00:00:00",2072,1.39,841,1974,137,978,4,Wednesday
4445114986,"2016-04-21 00:00:00",3809,2.56,756,2150,215,971,5,Thursday
4445114986,"2016-04-22 00:00:00",6831,4.58,706,2432,317,1023,6,Friday
4445114986,"2016-04-23 00:00:00",4363,2.93,1239,2149,201,1440,7,Saturday
4445114986,"2016-04-24 00:00:00",5002,3.36,1196,2247,244,1440,1,Sunday
4445114986,"2016-04-25 00:00:00",3385,2.27,916,2070,179,1095,2,Monday
4445114986,"2016-04-26 00:00:00",6326,4.41,839,2291,210,1049,3,Tuesday
4445114986,"2016-04-27 00:00:00",7243,5.03,839,2361,227,1066,4,Wednesday
4445114986,"2016-04-28 00:00:00",4493,3.01,762,2203,236,998,5,Thursday
4445114986,"2016-04-29 00:00:00",4676,3.14,1106,2196,226,1332,6,Friday
4445114986,"2016-04-30 00:00:00",6222,4.18,797,2363,290,1087,7,Saturday
4445114986,"2016-05-01 00:00:00",5232,3.51,741,2246,240,981,1,Sunday
4445114986,"2016-05-02 00:00:00",6910,4.75,667,2336,231,898,2,Monday
4445114986,"2016-05-03 00:00:00",7502,5.18,725,2421,265,990,3,Tuesday
4445114986,"2016-05-04 00:00:00",2923,1.96,897,2070,180,1077,4,Wednesday
4445114986,"2016-05-05 00:00:00",3800,2.55,734,2120,193,927,5,Thursday
4445114986,"2016-05-06 00:00:00",4514,3.03,809,2211,229,1038,6,Friday
4445114986,"2016-05-07 00:00:00",5183,3.59,866,2123,138,1004,7,Saturday
4445114986,"2016-05-08 00:00:00",7303,4.9,733,2423,316,1049,1,Sunday
4445114986,"2016-05-09 00:00:00",5275,3.54,641,2281,266,907,2,Monday
4445114986,"2016-05-10 00:00:00",3915,2.63,783,2181,231,1014,3,Tuesday
4445114986,"2016-05-11 00:00:00",9105,6.11,622,2499,288,910,4,Wednesday
4445114986,"2016-05-12 00:00:00",768,0.52,380,1212,58,438,5,Thursday
4558609924,"2016-04-12 00:00:00",5135,3.39,1122,1909,318,1440,3,Tuesday
4558609924,"2016-04-13 00:00:00",4978,3.29,1287,1722,153,1440,4,Wednesday
4558609924,"2016-04-14 00:00:00",6799,4.49,1161,1922,279,1440,5,Thursday
4558609924,"2016-04-15 00:00:00",7795,5.15,1131,2121,309,1440,6,Friday
4558609924,"2016-04-16 00:00:00",7289,4.82,1112,1997,328,1440,7,Saturday
4558609924,"2016-04-17 00:00:00",9634,6.4,1110,2117,330,1440,1,Sunday
4558609924,"2016-04-18 00:00:00",8940,5.91,1080,2116,360,1440,2,Monday
4558609924,"2016-04-19 00:00:00",5401,3.57,1182,1876,258,1440,3,Tuesday
4558609924,"2016-04-20 00:00:00",4803,3.17,1218,1788,222,1440,4,Wednesday
4558609924,"2016-04-21 00:00:00",13743,9.08,844,2486,459,1303,5,Thursday
4558609924,"2016-04-22 00:00:00",9601,6.35,1122,2094,318,1440,6,Friday
4558609924,"2016-04-23 00:00:00",6890,4.55,1122,2085,318,1440,7,Saturday
4558609924,"2016-04-24 00:00:00",8563,5.66,1045,2173,395,1440,1,Sunday
4558609924,"2016-04-25 00:00:00",8095,5.35,993,2225,368,1361,2,Monday
4558609924,"2016-04-26 00:00:00",9148,6.05,1062,2223,336,1398,3,Tuesday
4558609924,"2016-04-27 00:00:00",9557,6.32,1087,2098,353,1440,4,Wednesday
4558609924,"2016-04-28 00:00:00",9451,6.25,985,2185,379,1364,5,Thursday
4558609924,"2016-04-29 00:00:00",7833,5.18,1096,1918,241,1337,6,Friday
4558609924,"2016-04-30 00:00:00",10319,6.82,1111,2105,329,1440,7,Saturday
4558609924,"2016-05-01 00:00:00",3428,2.27,1121,1692,190,1311,1,Sunday
4558609924,"2016-05-02 00:00:00",7891,5.22,1057,2066,383,1440,2,Monday
4558609924,"2016-05-03 00:00:00",5267,3.48,1172,1953,268,1440,3,Tuesday
4558609924,"2016-05-04 00:00:00",5232,3.46,1188,1842,252,1440,4,Wednesday
4558609924,"2016-05-05 00:00:00",10611,7.01,1048,2262,392,1440,5,Thursday
4558609924,"2016-05-06 00:00:00",3755,2.48,1238,1722,202,1440,6,Friday
4558609924,"2016-05-07 00:00:00",8237,5.44,1116,1973,272,1388,7,Saturday
4558609924,"2016-05-08 00:00:00",6543,4.33,1019,2666,339,1358,1,Sunday
4558609924,"2016-05-09 00:00:00",11451,7.57,1065,2223,375,1440,2,Monday
4558609924,"2016-05-10 00:00:00",6435,4.25,1191,1889,249,1440,3,Tuesday
4558609924,"2016-05-11 00:00:00",9108,6.02,1081,2131,359,1440,4,Wednesday
4558609924,"2016-05-12 00:00:00",6307,4.17,736,1452,247,983,5,Thursday
4702921684,"2016-04-12 00:00:00",7213,5.88,718,2947,263,981,3,Tuesday
4702921684,"2016-04-13 00:00:00",6877,5.58,777,2898,258,1035,4,Wednesday
4702921684,"2016-04-14 00:00:00",7860,6.37,772,2984,271,1043,5,Thursday
4702921684,"2016-04-15 00:00:00",6506,5.28,944,2896,265,1209,6,Friday
4702921684,"2016-04-16 00:00:00",11140,9.03,556,3328,362,918,7,Saturday
4702921684,"2016-04-17 00:00:00",12692,10.29,437,3394,380,817,1,Sunday
4702921684,"2016-04-18 00:00:00",9105,7.38,890,3013,243,1133,2,Monday
4702921684,"2016-04-19 00:00:00",6708,5.44,757,2812,197,954,3,Tuesday
4702921684,"2016-04-20 00:00:00",8793,7.13,717,3061,291,1008,4,Wednesday
4702921684,"2016-04-21 00:00:00",6530,5.3,901,2729,189,1090,5,Thursday
4702921684,"2016-04-22 00:00:00",1664,1.35,1341,2241,72,1413,6,Friday
4702921684,"2016-04-23 00:00:00",15126,12.27,469,3691,483,952,7,Saturday
4702921684,"2016-04-24 00:00:00",15050,12.22,542,3538,391,933,1,Sunday
4702921684,"2016-04-25 00:00:00",9167,7.43,730,3064,291,1021,2,Monday
4702921684,"2016-04-26 00:00:00",6108,4.95,765,2784,225,990,3,Tuesday
4702921684,"2016-04-27 00:00:00",7047,5.72,733,2908,255,988,4,Wednesday
4702921684,"2016-04-28 00:00:00",9023,7.32,738,3033,255,993,5,Thursday
4702921684,"2016-04-29 00:00:00",9930,8.05,692,3165,298,990,6,Friday
4702921684,"2016-04-30 00:00:00",10144,8.23,728,3115,303,1031,7,Saturday
4702921684,"2016-05-01 00:00:00",0,0,1440,2017,0,1440,1,Sunday
4702921684,"2016-05-02 00:00:00",7245,5.92,1131,2859,240,1371,2,Monday
4702921684,"2016-05-03 00:00:00",9454,7.67,729,3145,313,1042,3,Tuesday
4702921684,"2016-05-04 00:00:00",8161,6.62,757,3004,270,1027,4,Wednesday
4702921684,"2016-05-05 00:00:00",8614,6.99,745,3006,254,999,5,Thursday
4702921684,"2016-05-06 00:00:00",6943,5.63,682,2859,224,906,6,Friday
4702921684,"2016-05-07 00:00:00",14370,11.65,577,3683,490,1067,7,Saturday
4702921684,"2016-05-08 00:00:00",12857,10.43,1019,3287,326,1345,1,Sunday
4702921684,"2016-05-09 00:00:00",8232,6.68,746,2990,265,1011,2,Monday
4702921684,"2016-05-10 00:00:00",10613,8.61,701,3172,300,1001,3,Tuesday
4702921684,"2016-05-11 00:00:00",9810,7.96,784,3069,286,1070,4,Wednesday
4702921684,"2016-05-12 00:00:00",2752,2.23,241,1240,68,309,5,Thursday
5553957443,"2016-04-12 00:00:00",11596,7.57,767,2026,309,1076,3,Tuesday
5553957443,"2016-04-13 00:00:00",4832,3.16,647,1718,226,873,4,Wednesday
5553957443,"2016-04-14 00:00:00",17022,11.12,693,2324,358,1051,5,Thursday
5553957443,"2016-04-15 00:00:00",16556,10.86,689,2254,335,1024,6,Friday
5553957443,"2016-04-16 00:00:00",5771,3.77,521,1831,288,809,7,Saturday
5553957443,"2016-04-17 00:00:00",655,0.43,943,1397,46,989,1,Sunday
5553957443,"2016-04-18 00:00:00",3727,2.43,622,1683,206,828,2,Monday
5553957443,"2016-04-19 00:00:00",15482,10.11,756,2284,346,1102,3,Tuesday
5553957443,"2016-04-20 00:00:00",2713,1.77,598,1570,148,746,4,Wednesday
5553957443,"2016-04-21 00:00:00",12346,8.06,801,2066,266,1067,5,Thursday
5553957443,"2016-04-22 00:00:00",11682,7.63,781,2105,311,1092,6,Friday
5553957443,"2016-04-23 00:00:00",4112,2.69,443,1776,272,715,7,Saturday
5553957443,"2016-04-24 00:00:00",1807,1.18,582,1507,104,686,1,Sunday
5553957443,"2016-04-25 00:00:00",10946,7.19,732,2033,263,995,2,Monday
5553957443,"2016-04-26 00:00:00",11886,7.76,750,2093,296,1046,3,Tuesday
5553957443,"2016-04-27 00:00:00",10538,6.88,745,1922,238,983,4,Wednesday
5553957443,"2016-04-28 00:00:00",11393,7.63,727,1999,227,954,5,Thursday
5553957443,"2016-04-29 00:00:00",12764,8.33,709,2169,331,1040,6,Friday
5553957443,"2016-04-30 00:00:00",1202,0.78,506,1463,84,590,7,Saturday
5553957443,"2016-05-01 00:00:00",5164,3.37,436,1747,237,673,1,Sunday
5553957443,"2016-05-02 00:00:00",9769,6.38,724,1996,259,983,2,Monday
5553957443,"2016-05-03 00:00:00",12848,8.39,812,2116,302,1114,3,Tuesday
5553957443,"2016-05-04 00:00:00",4249,2.77,651,1698,224,875,4,Wednesday
5553957443,"2016-05-05 00:00:00",14331,9.51,692,2156,314,1006,5,Thursday
5553957443,"2016-05-06 00:00:00",9632,6.29,761,1916,259,1020,6,Friday
5553957443,"2016-05-07 00:00:00",1868,1.22,902,1494,96,998,7,Saturday
5553957443,"2016-05-08 00:00:00",6083,4,505,1762,221,726,1,Sunday
5553957443,"2016-05-09 00:00:00",11611,7.58,667,2272,332,999,2,Monday
5553957443,"2016-05-10 00:00:00",16358,10.71,707,2335,366,1073,3,Tuesday
5553957443,"2016-05-11 00:00:00",4926,3.22,628,1693,195,823,4,Wednesday
5553957443,"2016-05-12 00:00:00",3121,2.04,222,741,62,284,5,Thursday
5577150313,"2016-04-12 00:00:00",8135,6.08,728,3405,242,970,3,Tuesday
5577150313,"2016-04-13 00:00:00",5077,3.79,776,2551,170,946,4,Wednesday
5577150313,"2016-04-14 00:00:00",8596,6.42,662,4022,324,986,5,Thursday
5577150313,"2016-04-15 00:00:00",12087,9.08,695,4005,368,1063,6,Friday
5577150313,"2016-04-16 00:00:00",14269,10.66,472,4274,398,870,7,Saturday
5577150313,"2016-04-17 00:00:00",12231,9.14,525,4552,396,921,1,Sunday
5577150313,"2016-04-18 00:00:00",9893,7.39,623,3625,276,899,2,Monday
5577150313,"2016-04-19 00:00:00",12574,9.42,733,3501,242,975,3,Tuesday
5577150313,"2016-04-20 00:00:00",8330,6.22,773,3192,216,989,4,Wednesday
5577150313,"2016-04-21 00:00:00",10830,8.09,670,4018,359,1029,5,Thursday
5577150313,"2016-04-22 00:00:00",9172,6.85,823,3329,292,1115,6,Friday
5577150313,"2016-04-23 00:00:00",7638,5.71,627,3152,271,898,7,Saturday
5577150313,"2016-04-24 00:00:00",15764,11.78,425,4392,416,841,1,Sunday
5577150313,"2016-04-25 00:00:00",6393,4.78,743,3374,313,1056,2,Monday
5577150313,"2016-04-26 00:00:00",5325,3.98,759,3088,251,1010,3,Tuesday
5577150313,"2016-04-27 00:00:00",6805,5.14,773,3294,269,1042,4,Wednesday
5577150313,"2016-04-28 00:00:00",9841,7.43,692,3580,291,983,5,Thursday
5577150313,"2016-04-29 00:00:00",7924,5.92,739,3544,298,1037,6,Friday
5577150313,"2016-04-30 00:00:00",12363,9.24,621,4501,415,1036,7,Saturday
5577150313,"2016-05-01 00:00:00",13368,9.99,499,4546,444,943,1,Sunday
5577150313,"2016-05-02 00:00:00",7439,5.56,732,3014,292,1024,2,Monday
5577150313,"2016-05-03 00:00:00",11045,8.25,580,3795,317,897,3,Tuesday
5577150313,"2016-05-04 00:00:00",5206,3.89,631,2755,175,806,4,Wednesday
5577150313,"2016-05-05 00:00:00",7550,5.64,1153,3004,209,1362,5,Thursday
5577150313,"2016-05-06 00:00:00",4950,3.7,1304,2643,136,1440,6,Friday
5577150313,"2016-05-07 00:00:00",0,0,1440,1819,0,1440,7,Saturday
5577150313,"2016-05-08 00:00:00",0,0,1440,1819,0,1440,1,Sunday
5577150313,"2016-05-09 00:00:00",3421,2.56,1099,2489,115,1214,2,Monday
5577150313,"2016-05-10 00:00:00",8869,6.65,639,3841,335,974,3,Tuesday
5577150313,"2016-05-11 00:00:00",4038,3.04,257,1665,123,380,4,Wednesday
6117666160,"2016-04-12 00:00:00",0,0,1440,1496,0,1440,3,Tuesday
6117666160,"2016-04-13 00:00:00",0,0,1440,1496,0,1440,4,Wednesday
6117666160,"2016-04-14 00:00:00",0,0,1440,1496,0,1440,5,Thursday
6117666160,"2016-04-15 00:00:00",14019,10.59,921,2865,519,1440,6,Friday
6117666160,"2016-04-16 00:00:00",14450,10.91,502,2828,540,1042,7,Saturday
6117666160,"2016-04-17 00:00:00",7150,5.4,702,2225,312,1014,1,Sunday
6117666160,"2016-04-18 00:00:00",5153,3.91,759,2018,241,1000,2,Monday
6117666160,"2016-04-19 00:00:00",11135,8.41,425,2606,480,905,3,Tuesday
6117666160,"2016-04-20 00:00:00",10449,8.02,587,2536,385,972,4,Wednesday
6117666160,"2016-04-21 00:00:00",19542,15.01,579,4900,324,903,5,Thursday
6117666160,"2016-04-22 00:00:00",8206,6.2,413,2409,402,815,6,Friday
6117666160,"2016-04-23 00:00:00",11495,8.68,468,2651,512,980,7,Saturday
6117666160,"2016-04-24 00:00:00",7623,5.76,711,2305,362,1073,1,Sunday
6117666160,"2016-04-25 00:00:00",0,0,1440,1497,0,1440,2,Monday
6117666160,"2016-04-26 00:00:00",9543,7.21,1077,2450,359,1436,3,Tuesday
6117666160,"2016-04-27 00:00:00",9411,7.11,417,2576,458,875,4,Wednesday
6117666160,"2016-04-28 00:00:00",3403,2.6,758,1879,141,899,5,Thursday
6117666160,"2016-04-29 00:00:00",9592,7.24,479,2560,461,940,6,Friday
6117666160,"2016-04-30 00:00:00",6987,5.28,1040,2275,343,1383,7,Saturday
6117666160,"2016-05-01 00:00:00",8915,6.73,525,2361,397,922,1,Sunday
6117666160,"2016-05-02 00:00:00",4933,3.73,1204,2044,236,1440,2,Monday
6117666160,"2016-05-03 00:00:00",0,0,1440,1496,0,1440,3,Tuesday
6117666160,"2016-05-04 00:00:00",2997,2.26,1279,1902,156,1435,4,Wednesday
6117666160,"2016-05-05 00:00:00",9799,7.4,479,2636,487,966,5,Thursday
6117666160,"2016-05-06 00:00:00",3365,2.68,673,1838,133,806,6,Friday
6117666160,"2016-05-07 00:00:00",7336,5.54,456,2469,412,868,7,Saturday
6117666160,"2016-05-08 00:00:00",7328,5.53,517,2250,318,835,1,Sunday
6117666160,"2016-05-09 00:00:00",4477,3.38,125,1248,197,322,2,Monday
6290855005,"2016-04-12 00:00:00",4562,3.45,1241,2560,199,1440,3,Tuesday
6290855005,"2016-04-13 00:00:00",7142,5.4,1090,2905,350,1440,4,Wednesday
6290855005,"2016-04-14 00:00:00",7671,5.8,1077,2952,363,1440,5,Thursday
6290855005,"2016-04-15 00:00:00",9501,7.18,1112,2896,328,1440,6,Friday
6290855005,"2016-04-16 00:00:00",8301,6.28,1182,2783,258,1440,7,Saturday
6290855005,"2016-04-17 00:00:00",7851,5.94,1172,3171,268,1440,1,Sunday
6290855005,"2016-04-18 00:00:00",6885,5.21,1169,2766,271,1440,2,Monday
6290855005,"2016-04-19 00:00:00",7142,5.4,1119,2839,321,1440,3,Tuesday
6290855005,"2016-04-20 00:00:00",6361,4.81,1182,2701,258,1440,4,Wednesday
6290855005,"2016-04-21 00:00:00",0,0,1440,2060,0,1440,5,Thursday
6290855005,"2016-04-22 00:00:00",6238,4.72,1138,2796,302,1440,6,Friday
6290855005,"2016-04-23 00:00:00",0,0,1407,2664,33,1440,7,Saturday
6290855005,"2016-04-24 00:00:00",5896,4.46,1182,2703,258,1440,1,Sunday
6290855005,"2016-04-25 00:00:00",7802,5.9,1180,2771,260,1440,2,Monday
6290855005,"2016-04-26 00:00:00",0,0,1440,2060,0,1440,3,Tuesday
6290855005,"2016-04-27 00:00:00",5565,4.21,1153,2743,287,1440,4,Wednesday
6290855005,"2016-04-28 00:00:00",5731,4.33,1185,2687,255,1440,5,Thursday
6290855005,"2016-04-29 00:00:00",0,0,1440,2060,0,1440,6,Friday
6290855005,"2016-04-30 00:00:00",6744,5.1,1116,2843,324,1440,7,Saturday
6290855005,"2016-05-01 00:00:00",9837,7.44,1055,3327,385,1440,1,Sunday
